SampleType	SampleID	Drug	AKT308	AKT473	ATF2	AXL	bCATENIN	CHK1	CHK2	cJUN	cKIT	cMET	cRAF	EGFR	ERK/MAPK	FAK	FGFR1	FGFR2	FGFR3	FLT3	GSK3a	GSK3B	HER2	HER3	HER4	HSP27	HSP27(total)	IGF1R	IGF1R (pan TYR)	IR	IR (pan TYR)	IRS1	JAK1	JNK	LCK	MEK1	MSK1	mTOR	NFkB	p38	p53	p70S6K	PDGFRa	PDGFRb	PRAS40	PTEN	Rb	RET	RPS6	SRC	STAT1	STAT3	STAT5A/B	TSC2	VEGFR2
Cellline	H2291	Gefitinib	0	0	0	0	0	0	0	0	0	0.273490692	0	-1.23573891	0	0	0	0	0	-0.251729725	0	0	0	0	0	0	0	0	0	0	0	0	-0.119685462	-0.287881151	0	-0.416084993	0	0	0	0	0.307094222	0.148200881	0	0	0	0	0	0.178518543	0	0.218808851	0	0	0	0	-0.642160039
Cellline	H2291	Trametinib	0	0	0.196049573	-0.316842814	0	-0.248138976	-0.159008082	0	0	0	-0.208010982	0	-0.659989572	0	-0.248509756	-0.231906911	-0.211539878	0	-1.491292128	-0.995496151	0	0	0	0	0.149559749	0	0	0	0	-0.935421004	-0.092167728	-0.526074616	0	-1.467242571	0	0	0	0	0.25623829	-0.411449133	0	0	0	0	-0.178649264	-0.179224122	-1.323986291	0.21967658	0	0	0	0	-0.8054907
Cellline	H2291	Everolimus	0	0	0.211462165	0	0	0	0	0	0	0	0.182954151	-0.239584111	0	0	0	0	0	0	0	-0.420957526	0	0	0.594088183	0	0.244594249	0	0	0.438909766	1.127191385	0	0.256603307	-0.583012869	0	-0.79099076	0	0	0	0	0.384169017	-1.100743572	0	0.523918871	-0.853979784	-0.21140504	0	0	-2.1998077	0.532281674	0.371695761	0	0	-0.56142071	-0.359384013
Cellline	H23	AZD5363	5.940935873	3.383567815	0	0.123964018	0.135549478	0	0	0	0	0	0.274902062	0	0.824057642	0.306874801	0.378709111	0.267467843	0.3706532	0	0	0.194276426	-0.129624127	0.25760557	0	0.53348551	0.118694318	0	0.464144271	0	0	0.31991978	0	0.19459013	0.263709616	0.836172727	0.733166747	0.224396847	-0.134752036	0.845024102	0	0.421596717	0	0.143819252	-0.528773818	0.347896556	0.425493679	0.276309653	-0.180772819	0.28873373	0	0.126647679	-0.161099135	-0.740440055	-0.456208584
Cellline	H23	GDC0941	0.400755129	-0.328130016	0	-0.224682925	-0.177015323	-0.346870306	-0.227863082	-0.359221909	0	0	0	0	0.359529539	0.109550098	-0.136114294	-0.13868157	0	0.655828249	0	0	-0.091728756	0.346781446	-0.374760071	0.325679647	0	-0.303043239	0.518324725	0	0	-0.245355895	0	0	0	0	0.411409522	-0.03205807	-0.312798362	0.666837534	0	-0.630441112	0	-0.15085078	-0.78723369	-0.090758694	-0.287935449	-0.190497904	-0.18684655	-0.292913631	0.188953648	0.132154287	0	-0.900452459	0.321023285
Cellline	H23	Gefitinib	0	0	0	-0.123599535	-0.251609978	-0.300858984	-0.247809949	0	0	0	0	0	0.719296915	-0.137287534	0.068666539	0.11728413	0	0	0	0.208193916	-0.204062054	0	-1.100968561	0	0	0	0	0	-1.021896989	0	-0.47177137	0	0	0	0.520988147	-0.109191353	-0.38107648	0.397424685	0	-0.297786528	0	-0.209028307	0	0	-0.245204771	0	0	-0.124427533	0	0	0	0	-0.323360982
Cellline	H23	Trametinib	0.449863348	0.880137796	0.891166154	-0.105755853	-0.219701275	-0.358915416	0	0.59696941	0	0	-0.163429381	0.397810425	-0.494878719	-0.145091107	-0.197461174	0	-0.161231511	0	0.451773106	0.364185509	0.398898255	1.246525985	0	0	0.268380598	0.819953547	0.561999058	0	0	0.109877393	0	0.533760353	0	0	0.138191349	0.113485227	0	1.015796478	0.318538523	0.46790209	0	1.172026896	0	0.515115855	0	-0.313473442	0.215256943	0.24973406	0.31950543	0.345753621	0.136693223	0.594701368	0.314071544
Cellline	H23	Everolimus	0.466715714	0.816206526	0.534212903	0	0	-0.294456253	0	0.803446255	0	0	0	0	0.774051639	0	-0.064663461	0	0	0	0.631412951	0.468414071	-0.242848098	-0.299423784	0	0.273642537	0	0.159920923	0	0	0	0	0	0.589680342	0	0	0.433235255	-0.024257808	-0.311609633	0.375793362	0	-1.908866207	0	0.494387892	0	0.164511413	0.268029979	0	-1.03575164	0	0.320024644	0.091458936	0	0.341457827	0
Cellline	H2347	AZD5363	3.96608558	1.981906016	0.411472549	-0.508952782	-0.548815802	-0.425168805	-0.516286463	0.658595765	0	0	-0.564012465	0	1.334020604	-0.734687873	-0.807724584	-0.538231052	-0.626543175	0	0	0	0	0	0	0.257630267	-0.493047664	0	0	0	0	0	-0.997961156	0	-0.575762131	0	1.127569727	0	-0.73404679	0.296924154	0.36675739	0	-0.295287277	0.887760826	-1.230022677	0	-0.429294455	-0.46183868	-1.077397673	-0.684683995	0	0.665891502	0	-1.579648525	0
Cellline	H2347	GDC0941	-0.798570268	-0.910494116	0	0	0	0	0	0	0	0	0	0	0.472717887	0	-0.261887233	0	0	0	0	0	0.815426082	0.692037474	1.254652248	0.505358143	0.065087425	0.458838298	0.679342992	0	0	0	-0.872352727	0	0	-1.023893947	0	0	0	0	-0.238027121	-0.729399776	0	1.042234072	-0.930840782	0	0	0	0	0.171665407	0	0	0	-0.832309744	0
Cellline	H2347	Gefitinib	-0.169694347	0	0.844645509	0	-0.196700646	-0.162690861	-0.255045707	0.984920191	0	0	-0.172117407	-1.257513385	0.63214087	0	-0.340132211	0	-0.173499109	0	0	0	0	0	0	0.356626486	-0.157951585	0	0	0	0	0	-0.981156306	0	0	0	0.800746234	0	0	0.316802117	-0.184265914	0	-0.592264959	0	-1.243556993	0	0	0	0	0.193976976	0	0	0	0	0
Cellline	H2347	Trametinib	0	0	0.605007679	0	-0.269036914	0	-0.443258047	0.798001731	0	0	-0.433131289	-1.314309989	0.113773958	0	-0.556358926	-0.29762276	-0.521176678	0	0	0	0	0	0	0.247746244	-0.203297752	0	0	0	0	0	-1.090372063	0	-0.33699651	-0.806328406	0	0	0	0	-0.196959236	-1.283859559	-0.331939786	0	-1.250304708	0	-0.469901226	-0.330409887	-1.303292244	-0.505558461	0	0	0	-1.308042074	0
Cellline	H2347	Everolimus	0	0	0	0.300593063	0	0.107054026	0	0	0	0	0	0	-0.725555312	0	0	0.226047864	0	0	0	0	0	0	0	-0.269923087	0	0	0	0	0	0	-0.644145849	-0.526285448	0	-1.699861575	-0.703627473	0.402982362	0	0	-0.14434238	-0.80532773	0	0	0	0	0.158721908	0	-0.850716793	0	0	0	0	0	0
Cellline	H3122	AZD5363	4.937531818	1.887970377	-0.365933843	-0.334649471	0	-0.285722567	-0.303974376	0	0	-0.376118245	-0.279445974	0	0.611808922	-0.076354109	0	-0.298855706	-0.28759048	-0.353663395	-0.36258509	-0.609844129	-0.500088614	-0.231892502	0	0.513833763	0	0	0	0.408837292	-0.491868106	0	0	0	-0.209411774	0.720262941	0.576995367	0.446738145	-0.234409486	0.414747635	0	0	-0.196766912	0	0	0.239582053	-0.325485429	-0.22145417	-2.376556289	0	0	0	0	0	-0.189032693
Cellline	H3122	GDC0941	0	0	0	-0.392476635	-0.335316533	-0.432347351	-0.426475967	0	0	-0.434935252	-0.321964517	0	0.636915033	0	-0.465569428	-0.330589134	-0.377207953	-0.489021956	0	-0.413942839	-0.712956542	-0.380630094	0	0.678035483	0	0.373339176	0	0	-0.520311464	0	0	0	-0.331367017	0.815139923	0.317226463	0.3951306	0	0.328283324	0	-0.314169156	-0.314847482	-0.686961334	-0.882525863	0.173133521	-0.289039255	-0.291476632	0	0	0	-0.298537827	0	0	-0.444886546
Cellline	H3122	Gefitinib	0	0	0.268847864	-0.374287122	-0.368977084	-0.253182364	-0.260005559	0	0	-0.348109734	0	-0.580678309	0.308157801	0.224924031	0	-0.171180074	-0.264799678	-0.384548572	0	-0.295739305	0	-0.549081865	0	0	0	0	0	0.415426819	-0.522753285	0	0	0	0	0	0	0.239670062	0	0	-0.268599809	0	-0.515228679	0	-0.624533314	0.132543743	-0.226189616	0	0	0.269954862	-0.394442107	-0.652452018	0	0	-0.190170527
Cellline	H3122	Trametinib	0.377839359	0.515644957	0	0.273174927	0.282143416	0.29430245	0.219540517	0	0	0.420367716	0.386005064	0.477305758	0.098439621	0.414453109	0.334447321	0.316488268	0.337667821	0	0.386881283	0	0	0.271234516	0	0.648162718	0.311627947	0.950340982	0.607453269	0	0.278145643	0	0	-0.214017343	0.403198274	-0.501286607	0	0.654259676	0.509335013	0.561378665	0	0.592370596	0.072676525	0.657342144	0	0.514198566	0.362956312	0.367319265	0.534658539	0.695963439	0.449169674	0	-0.70306147	0.6288528	0.401002391
Cellline	H3122	Everolimus	0.537560678	0	-0.439997174	0	0	-0.121661268	0.03363818	0	0	0	0	0	-0.300689112	0.350871282	0	0	0.063223282	0	0	-0.220615977	0	0.288017908	0	0.286825105	0	0	0.515302288	0	0	0	0	-0.196543832	0	0	0	0.03546269	0	0	0	-0.216527281	0.705418307	0	-0.684359423	-0.151067169	0	0	0	0.335323623	0	-1.009678107	-0.518558435	0	0
Cellline	H358	AZD5363	5.610744694	3.524000461	-0.266212647	0.377418408	0	0	0	0	0	0	0	0	0	0	0.488689138	0.479133976	0	0	0	-0.984608942	0	0	0	0	0	0	0.31202399	0	0	0	0	0	0.348794868	0	0.578810531	0	0	0	0	0.261860417	0	0	-1.339339736	0	0	0	-1.074228974	-0.148202283	0	0	0	0	0
Cellline	H358	GDC0941	0	-2.286674535	-0.569855073	-0.636526114	-0.634395326	-0.747251325	-0.785294734	-1.39347505	0	-0.550746251	-0.873142171	-1.098931554	-0.638896718	1.213840823	-0.860795476	-0.842030133	-1.133623352	0	0	-1.974187873	-0.575568725	0	-0.417851981	-0.534848624	-0.160432311	-1.360401708	-0.487392913	0	0	-1.645991014	-1.146930897	-0.66867281	-0.984892573	-1.640668412	-0.847389049	-1.245859645	-0.428679011	-0.304096031	0	-2.291903349	-0.431148803	-1.30362128	-1.972191252	-2.098004002	-0.935412719	-1.083881668	-2.520460259	0	-0.726359559	0	0	-2.188353178	0
Cellline	H358	Gefitinib	0	0	0.363003509	0	0	0	0	0.169946031	0	0	0	0	0	0	0	0	0	0	0	0	0.327927797	0	0	0	0.103257911	0	0	0	0.372444434	0	0	-0.66495173	0	0	0	0	0.229378944	0	0	0	0	0	0	0	0	0	0	0.088444209	0	0	0	0	0
Cellline	H358	Trametinib	0	0	-1.018818585	-0.518480583	0	0	0	-1.480464958	0	-1.028122992	0	-0.466459429	-0.74935791	0	0	0	0	0	1.034010985	0	0	0	-0.4472766	0	0.141930827	0	0	0	-1.093925051	0	0	0.44387351	0	-0.852957089	-0.592853425	0	0.616769989	0	0	0	0	-0.723509783	0	0.358971601	0	0	0	0.506597507	0	0	-0.321406779	0.859459208	0
Cellline	H358	Everolimus	0	0	-0.064097357	0	0	0	0	0	0	-0.379268086	0	-0.593911008	-0.432484763	0	0	0	0	0	0	0	-0.2459177	0.214599968	-0.642302491	0	-0.071041745	0	0	0	0	0	0	0	0	0	-0.58485222	0	-1.043919475	0	0.457757703	-2.671423258	-0.433206893	0	0	0	0	0	-2.63811738	0	0	0.26755967	0	0	0
Cellline	H441	AZD5363	5.199450349	3.556341034	0.780280535	0	0	-0.289455463	-0.236516315	0.196635333	0	0	0	0	1.514340993	0	0	0	0	0	0	0	0.421914107	0.18728771	0	1.500120823	-0.22653095	-0.270167529	0	0	-0.124005216	0.459359849	0.369779256	0.412678786	0	1.638031459	1.473038015	0	0	1.34279735	0	0.441490012	-0.329877453	-0.335176174	0	0	-0.276562539	0	-1.300438569	-0.12990728	0	0.110590716	0.192915201	0	0
Cellline	H441	GDC0941	-0.348045229	-0.706247141	0.310846356	-0.254273479	0	-0.441526568	-0.25868533	0	0	0	-0.43962418	0	0.302373811	0	-0.343254508	-0.252701778	-0.390389525	0	0	0	0	0.29784627	0	0.811191393	-0.19275436	-0.330810692	0	0	0	0	0	0	-0.470256399	0.975593999	0.417671938	0	0	0.524963565	0	-1.393907166	0	-0.307691812	0	-0.1803587	-0.190186016	-0.334026753	-1.781020408	0	-0.310247584	0.093556105	0	0	0
Cellline	H441	Gefitinib	0.146651394	0	0.444401233	-0.288807399	0	-0.741793742	-0.288487975	0	0	0	-0.600689299	0	0.868708309	0	-0.262404648	0	0	0	0	0	0	-0.167102769	0	1.403843232	0	0	0	0	0.230362101	0	0	0	-0.51879998	1.104889219	0.617878537	-0.180597317	0	0.620384065	-0.300822849	0	-0.383863323	0	0	0	-0.174781433	-0.644598612	0	-0.181993617	0	0	0	0	0
Cellline	H441	Trametinib	-0.364711916	0	0.354976323	0	0	-0.537553511	-0.354516587	0.60893814	0	0	-0.411878644	0	0	0	0	-0.240541204	0	0	-1.072045	-1.422803067	0	0.135572869	0	0	-0.513577471	-0.442539576	0	0	-0.373700699	-1.29477336	0	0.409807481	0	0.562293772	0.318975618	-0.381108649	-0.247523593	0	0.375222269	-1.16363908	-0.129281972	0	0	-1.507183705	-0.378739221	-0.441464027	-0.696343929	-0.619983741	0.427150702	0.412945326	0.541548963	-1.131942953	-0.446764162
Cellline	H441	Everolimus	0.420751392	0	-0.278998662	0	0	0	0	0	0.175674117	0	0	0	0	0	0	0	0	0	0	0	0	0.118188622	0	0	-0.137734849	-0.524806	0	0	0.329942523	0	0	0	0	0	0	0	0	0	0	-0.697032145	0	0	0	0	0	0	-0.733727997	-0.172488539	0.140367857	0.150940053	-0.342005319	0	-0.558696368
Cellline	H522	AZD5363	5.409701149	3.624123983	-0.769737365	0	0	0	0	-0.179017848	-0.449213123	0.784406554	0	1.285173927	1.396559021	0	0	0.23306561	0	0	-1.231490811	-0.703059197	0.39862013	0.551521759	0.496246363	-0.274487135	0	0	0.435481727	0	0	0	0.809083783	0.356509152	0	0.420941609	0.680434625	0.190636853	-0.493839102	0	0.283648073	1.295143407	0	0.296511471	0.409645291	0.172129084	0.208721867	0	-1.501546654	0	0	0	0	-0.795918915	0
Cellline	H522	GDC0941	0	-0.907674576	-0.483143738	0	-0.112701794	0	0	-0.306401231	-0.844792617	0	0	0.511082809	0	0	0	0.13337635	0	0	0	-0.420880722	0.295742591	0	0.54764726	-0.181028549	0	0	-0.497754553	0	0	0	0	0.085109069	0	0	-0.466117321	0.109061192	-0.864327615	0.261545701	0.155207383	-0.504868711	-0.493295631	0	-0.611455081	0	0.29024084	0	-1.517994677	0	-0.339980752	0	0	-0.590995059	0
Cellline	H522	Gefitinib	0	0.247272274	-0.407896686	0	-0.143738214	0	0	0	-0.574078824	0	0	0.552977913	0.967455701	0	0	0.133776156	0	1.124265477	0	0.290389138	0.23170425	0.591658381	0.392754312	-0.339158054	0	0.332612077	0	0	0	-0.34655142	0	0	0	0.437501636	0.52599581	0.0847278	0	0.240027715	0.399448965	0	0	0.214481968	0	0.190978724	0	0	0.364207912	0.147788199	0	0	0	0	0
Cellline	H522	Trametinib	-0.905170226	0.483495766	0	-0.863666465	-0.557902161	-1.006204527	-0.67958924	0	0	0.321284221	-0.651086966	0	-0.331755878	-0.841903113	-0.964837112	-0.935904676	-0.957121403	1.446815103	0	-0.215823427	0	0.567109337	0.412990226	-0.315685584	-0.317062611	0	0.521916558	0	0	-0.346578145	-1.206157177	0.269402429	-0.996870711	0.20993933	0.27049233	-0.207978083	0	0	0.419099724	-0.452611974	-0.375186595	0.463163097	-0.637907576	-0.140109642	-0.639484744	-0.72433304	-0.347679095	0	0.254465689	0	0.328101328	0	0.399509388
Cellline	H522	Everolimus	0	0.50158231	0	-0.521799569	-0.259398752	-0.602064946	-0.336080062	0	-0.371563402	0	-0.374061937	0.755493334	1.003930811	-1.086459675	-0.446218199	-0.353814427	-0.541102708	0	0.402315364	0.148594192	0	0	0	-0.181730522	0.120573058	0.258287293	0	0.704576366	0	-0.223470466	-1.169112319	0	-0.587177188	0.357953962	0.446572868	0.133209593	-0.571007491	0	0	0	0	0.432264147	-0.671552463	0.241666451	-0.477261957	-0.690438173	-0.727140464	0	0	0	0	0.587527531	0
Cellline	H820	AZD5363	5.917360811	2.687196782	0	0.165662887	0	0	0	0	0	0	0	0	0.980678621	0	0	0.11634388	0	0	0	-0.258759148	0.302757005	0	0	0.356987565	-0.234647047	0	0	-0.221731637	0.518944276	0	-0.819775459	-0.098824214	-0.016528977	0.920831992	0.320518444	0	-0.360312737	1.216233112	0	0.257780689	0	0	-0.660322171	0.400533564	-0.157308153	0	-1.335799175	0.271264457	0	0.188373567	0	-0.503951694	0
Cellline	H820	GDC0941	0	-0.60749954	0	0	-0.289679657	-0.14913585	0	-0.699364464	0.327302194	0	-0.177598343	0	0	0	-0.262942064	-0.102695336	-0.242159213	0	0	0	0.392153339	0	-0.268307551	0.436728618	0	0	0	-0.563314346	1.032971658	0	-0.444506626	-0.368257138	-0.226867153	0	0	0	-0.193748542	1.053620544	-0.379566975	-1.008601738	0	0	-0.379470726	0.330977132	-0.190129688	0	-0.873252882	0	-0.574081925	0	0	0	0
Cellline	H820	Gefitinib	0	0	0.262790852	0.14478557	0	0.095086857	0.178657835	0	0.359502493	0	0.147452016	0	0	0.128723441	0.083577187	0.154884773	0	0	0	0	0	0	0	0.697336979	0	0	0	0.156295722	0	0	0	-0.523683842	0.0736529	0.532746215	-0.315029054	0	0	0	0	-0.209377641	0	0	0.305739347	0.213055296	0	0	0	-0.497549571	0	0	0	0	0
Cellline	H820	Trametinib	0.405983675	0.402258049	0.218899229	0.40838912	0.167952891	0.398752106	0.392245578	0	0	0	0.442431234	0	0	0.596854748	0.414789069	0.425477978	0.399741269	0	0	0	0	0	0	0.4700434	0.446029041	0	-0.548780475	0.296390388	1.384231688	0.389867522	-1.033346248	-0.085516395	0.354968134	-0.84349404	0.219046084	0.49091888	0.4562376	0	0	0.199818069	0	0	-1.034434659	-0.253715519	0	0.432295152	0	0.420011225	0	0	0	0	0
Cellline	H820	Everolimus	0	-0.330624114	-0.471693024	-0.210680386	-0.342048161	-0.186458244	-0.156584057	-1.199339799	0	0	-0.201127554	0	-0.436536054	-0.22001517	-0.32449079	-0.198801022	-0.30418992	0	-0.658119024	-0.386920178	0	0	-0.258654329	0	0	-0.680746585	0.424418257	-0.397541922	0.890621786	0	-1.096865559	-0.195733672	-0.244806682	0	-0.947685445	-0.221629108	-0.488101508	0	0	-1.934935259	0	0	-1.024746164	-0.233958693	-0.335463418	-0.170893543	-1.560813459	-0.6601271	0	-0.459057746	-1.715512004	0	0
Cellline	HCC2935	AZD5363	3.560710616	0.999225633	0	-0.538782701	-0.539849021	-0.860982391	-0.514946236	-1.100526778	0	0	-0.780665387	-0.508611789	0.402651897	-0.569960337	-0.645716827	-0.783321393	-0.777629384	0	-0.549126834	-0.934044988	-0.448587081	-0.517492918	0	1.760364158	-0.164332541	0	0	0	0	0.50766056	-0.932594445	0.610928532	-0.881879439	0.771753676	1.435947618	0.214191207	-0.49957101	0.972885889	0.330503989	-0.910572996	0	-0.779963045	-1.766908513	0.08098439	-0.619356427	-0.865771215	-5.375644095	0	0	0	0	-0.266893957	-0.399044134
Cellline	HCC2935	GDC0941	-2.512612636	-2.210636215	0.537239309	0	-0.265469388	-0.326991084	-0.309867515	0	-0.10066902	-0.457786543	-0.352297437	-0.939531137	-2.490459357	-0.184741498	0	-0.403162341	-0.296054235	0	-0.409794178	-0.981999331	-0.643197895	-0.327439881	-0.345639737	0.822453815	-0.122834765	0	0	0	0	0	-0.983872235	0.56832081	-0.383330524	-0.409000338	-0.48787395	0.101073425	-0.311881111	0.765976514	0	-1.201780032	0	-0.553110091	-0.571111494	0	0	-0.318949884	-3.219644061	0	0	0	0	0.362037257	-0.387204071
Cellline	HCC2935	Gefitinib	-1.032069091	-0.685478363	0.362805536	0	-0.217654959	0	0	-0.632178469	0	-0.32339663	-0.273991577	-1.254189073	-1.15894905	-0.211710793	0	-0.324035528	-0.294446846	0	0	-0.314922668	-0.674383583	-0.668811204	0	1.159749727	-0.065592785	0	0	-0.455431032	0	0	-1.04556134	0.513653774	-0.396294425	0	0	0.24786685	0	0	0.232624962	-0.261701448	0	-0.447412796	0	0.270693002	0	0	-1.226677183	0.163316552	0	0	0	0.728237656	-0.264477075
Cellline	HCC2935	Trametinib	-0.223318581	0.192033363	0.387273248	-0.246712625	0	0	0	0	0.258640906	0	-0.319435209	0	-1.496920371	-0.264832825	0	0	-0.2487454	0	0.958792344	0.437314843	0	0	-0.600315213	0	-0.141837944	0	0	0	0	0	-0.882677281	0.247834151	-0.35550479	0	-0.428986161	0.099442311	0.209252879	0	0.2366146	0	0	0	-3.684648451	0.540411874	0	0	-0.247007363	0.428565907	0	0	0	0.702367693	0
Cellline	HCC2935	Everolimus	0.349941552	0	0	0	-0.250968991	-0.551403369	-0.28459381	-0.625412761	0.330964294	-0.141630447	-0.496161427	-0.393047484	-1.27626017	-0.38391083	0	-0.348618226	-0.237974825	0	0.591113308	0	0	-0.221083585	0	0	0.158257768	0	0	0	0	0	0	0.12667781	-0.538277989	0	-0.504844156	0.110238699	0	0	0.241482285	0	0	0	0	0.156593387	0	-0.511750261	-0.260869261	0.159946822	0	0	-0.176512257	0.541708014	-0.559148936
Cellline	HCC4006	AZD5363	6.315581237	1.926087734	0	0.768836464	0.342597676	0.582033065	0.397588239	-0.508438135	0	0.313121899	0.420692625	0.417591165	0.784122644	0.228720752	0.207532733	0.640020889	0.373466993	0	0.778212265	0.491457397	0.228444184	0.414050808	0	0	0	0	0	-0.373701328	-0.460636158	0	0	0	0.545559769	1.04441506	1.486054276	0.404215988	-0.469174326	1.042364431	-0.400076385	0	0	0	0	0.179348779	0.151661878	0.51403148	-2.619589922	0	-0.287607918	0.180387747	0	0	0
Cellline	HCC4006	GDC0941	-0.067713023	0	0.251390733	-1.207878896	-0.898768251	-1.097191543	-1.124680391	0.315787676	0	0.265862451	-1.29363545	0	0	-1.424207112	-1.227849872	-1.214611583	-1.263796056	0	0.951440167	0.827417505	0	0	0	0.871295807	0.128253557	0	0	0	0.353687796	0	-1.51044722	0	-1.299789412	0.811068654	1.251986638	0.178964376	-0.285918792	0	0	-0.746945885	0	-0.619107526	-0.965233922	0.144781906	-0.654652065	-1.150228341	-1.76901952	0	0	0	0	0	0
Cellline	HCC4006	Gefitinib	-0.111095975	0	0	-1.321490171	-0.646527564	-1.111219079	-1.224922884	-0.375696674	0	0.454734854	-1.326815517	-0.84081068	0	-1.126024829	-1.281560762	-1.276401662	-1.288273906	0	0	0	-0.655689136	0	0	0	0	0.417374326	0	0	0	0	-0.742133923	0	-1.238591747	0	0	0	-0.466964427	0	0	-0.713224355	0	-0.503236954	-1.316047511	0	-0.836711998	-1.267608706	-2.211865298	0	0	0.492553099	-0.452963748	0	0.171518591
Cellline	HCC4006	Trametinib	0.152331084	0.468096289	0	-1.011185663	-0.179616016	-0.859702849	-0.857668679	-0.219166957	0	0	-0.968951928	0	0	-0.994553305	-0.673569411	-0.864639726	-0.984896064	0	0	0	0	0.28803611	0	0	0.179005824	0.618184711	0	0.170578528	-0.581069824	0.525869961	-2.414191556	0	-0.819509533	0	0	0.143965091	0	0	0	0.544486484	0.254530306	0.616059855	-1.029828979	0.038240541	-0.442979538	-0.933868228	0	0.345803664	0	0	0	0.944369184	0
Cellline	HCC4006	Everolimus	0.056275538	0	0	-0.455010819	0	0	-0.268340114	0.371758835	0	0.238667008	0	0	0	0	0	-0.214359285	0	0	0.876096929	0.791316508	0	0	0	0.792062759	0.120500446	0.195540635	0	0.17565721	0.464650843	0	-0.911019636	0.411315177	0	0.636416958	0.654820408	0.137653208	0	0	0.259323624	-0.398877919	0	0	0	0.197329657	0.046029554	-0.103504906	0	0	0.228768547	0.295594076	0	0.706157552	0
Cellline	HCC44	AZD5363	4.957099829	2.682834395	-0.64335031	0	-0.181722251	0	0	0	0	0	0	0.862602983	0.773156043	0	0	0	0	0	-0.611406747	-0.419686624	0	0	-0.88911724	0	-0.079620155	0	0	0	0	0	0	0	0	1.10597001	0.795322748	0.387306373	-0.26996962	0.923883696	0.25527267	0.38782245	0	0	-1.093887836	-0.609045158	0	0	-2.4297121	0	0	-0.155103452	0	-1.394157365	0
Cellline	HCC44	GDC0941	0	0	0	0	-0.174117108	0	0	0	0	0.473197401	0	0.595100888	0	-0.16142988	-0.119933311	-0.134205557	0	0	0	0	0	0	0	0	0	-0.229706357	0.6205616	0	0	0	0	0.223837932	0	0	0	0.363593912	-0.119462649	0.299380739	0	-0.55844145	0	0	-0.874725902	0	0	0	-1.441039979	0	-0.188079261	0	0	-0.430980428	0.280552323
Cellline	HCC44	Gefitinib	0	0	0	0	-0.084707312	0	0	0	0.770359168	0	0	0	0	0	0	0	0	0.223004592	0	0	0	0	0	0	-0.267768558	0	0	-0.546091487	0	0	0	0	0	0	-0.504091282	0	0.130170747	0	0	0	0	0	-1.084223344	0	0	0	0	0	-0.196243622	0.113145868	0	0	0
Cellline	HCC44	Trametinib	1.662223546	2.284627906	0.881866155	1.80571365	1.549717698	1.792984329	1.706686948	0	2.060417535	1.868330884	1.884329884	1.872633981	0.966176077	1.684210662	1.910517087	1.755628952	1.817863168	1.837334995	1.660673688	1.775404761	1.640452924	1.802091313	1.806403135	1.584665146	1.75086111	1.872380151	1.796987708	1.826038013	1.85768364	1.85768364	1.538941476	1.481307761	1.940216759	0	0.793251768	1.528755555	1.825637913	0.976597496	1.572281421	1.872242017	1.451058381	1.63117511	0.523447886	1.642797372	1.778564923	1.82205973	1.562885505	1.822785432	1.412373129	1.540416922	1.450179813	1.987411636	1.687758638
Cellline	HCC44	Everolimus	0	0.429322137	0	0.306980414	0.259717162	0.272263668	0.296745908	0	0.705001868	1.02401248	0.377878092	0.515865576	0	0.365266374	0.344954656	0.260010939	0.442747428	0.621047813	0	0	0	0	0	0	0.10320007	0	0	0	0.459282048	0	0	0	0.421311132	0	0	0	0.109809618	-0.234151502	0	0	0	0.815425858	0	0	0.398633934	0.402341907	-0.323253075	0	-0.267314573	0.128925331	0	0	0.230463357
Cellline	HCC827	AZD5363	3.890382931	2.107348139	-0.528711929	0	0	0	0	-1.084288503	-0.501086596	0	0	-0.258489937	0	0	0	0	0	0	-0.186771685	0	-0.274779124	-1.574259999	0	0	0	0	0	0	-0.660951807	0.532435858	0	0.114549934	0	0.214596851	0	0.324093282	0	0	-0.143518487	-1.167399331	-0.401864585	-0.628990852	-0.891564735	1.32524973	0	0	-2.255873966	0.445894039	-1.136452172	0	0	0	0
Cellline	HCC827	GDC0941	0	-0.677504168	0	0	0	0	0	0	0	0	0	0	-0.448142225	0	0	0	0	0	-0.373383608	0	-0.478981035	-1.122470162	-0.421265537	0	0	0	-0.653845086	-0.317198555	-0.729994134	-0.394975059	0	0	0	0	-0.166815909	0	-0.797038565	0	0	-1.243044394	-0.412803958	-0.319626552	-1.310394961	0.67739385	0	0	-2.30254848	0	-0.849063557	0	0	-0.79993729	0
Cellline	HCC827	Gefitinib	0.347263569	-0.608504591	0	0	0	0	0	0	0	0	0	-0.161144362	0	0	0	0	0	0.312468203	-0.188349158	0	-0.412909417	-1.66174419	0	0	0	0	0	0	0	0.544240279	0	-0.161591769	0	0	-0.218201872	0	-0.425733457	0	-0.137274974	-1.066141193	0	-0.395233367	-1.171901317	0.554140162	0	0	-1.911756506	0	-0.934492984	0	0	0	0
Cellline	HCC827	Trametinib	1.177805354	1.460228282	0	0	0	0	0	0	0	0.494566722	0	0.772753353	0	0	0	0	0	0.345643022	0.841107372	0.882584008	0.234611709	0	0.490266585	0	0.810359007	0.860216195	0.452065081	0.816634345	0	1.060819927	0	0.297196247	0	0	0	0.810306672	0.571418693	0.358351343	0.12798852	1.466406243	0.512292891	0	0	1.197355059	0	0	0.973638952	0.91826348	0.295626538	0.333074348	0.356848887	1.294000235	0
