Rowname	Mutation_Status	Drug	CellLine	SensitivityWithQuartileThreshold	GI50	ContinousSensitivity	AKT308	AKT473	ATF2	AXL	bCATENIN	CHK1	CHK2	cJUN	cKIT	cMET	cRAF	EGFR	ERK/MAPK	FAK	FGFR1	FGFR2	FGFR3	FLT3	GSK3a	GSK3B	HER2	HER3	HER4	HSP27	HSP27(total)	IGF1R	IGF1R (pan TYR)	IR	IR (pan TYR)	IRS1	JAK1	JNK	LCK	MEK1	MSK1	mTOR	NFkB	p38	p53	p70S6K	PDGFRa	PDGFRb	PRAS40	PTEN	Rb	RET	RPS6	SRC	STAT1	STAT3	STAT5A/B	TSC2	VEGFR2
Everolimus_HCC827	EGFR_mutant	Everolimus	HCC827	NotSensitive	1.38	0.270588235	0.23027021	0.363345509	0.005370988	-0.190141842	-0.298780659	-0.323769717	-0.364326843	-0.329337385	0.003012034	0.131433483	-0.363905302	0.220242749	-0.343265381	-0.253604697	-0.313812456	-0.389546123	-0.345078206	0.091323269	0.299179598	-0.141963793	0.019820321	0.132778689	0.231830724	-0.081914466	-0.027768121	0.120842356	0.067348691	-0.022128673	0.502060631	0.30036529	0.070161296	-0.240259117	-0.082946918	-0.240587505	-0.329305336	0.431592259	-0.611068315	-0.084333761	-0.203701251	-0.629123588	-0.809141057	-0.064477478	-0.046896054	0.284291496	-0.503572666	-0.406392346	-0.524309807	0.105822839	-0.305380253	-0.180277879	-0.091286487	0.411325386	-0.358509957
Everolimus_PC9	EGFR_mutant	Everolimus	PC9	NotSensitive	3.18	0.623529412	-0.043124708	0.44640514	0.824471869	0.242993993	0.162263034	0.089640897	0.254115052	-0.97938918	-0.363121104	-0.568369234	0.13783322	-0.472326633	-0.532608262	0.273144983	0.178793075	0.19281301	0.309194135	0.30297816	1.464779523	1.495957808	-0.43600378	-0.863215536	-0.418730011	-0.076736211	0.168845691	0.518156868	0.182144064	-0.258818209	-1.47845113	0.864250077	-0.091316488	0.33494771	0.122267718	0.970925316	0.129226068	1.483786266	0.265856252	1.063868777	0.333529578	0.41614727	-0.982804984	-0.327848082	-0.06572836	1.485695633	0.106035058	0.022924192	0.731045607	1.437314404	-0.425163089	0.562457538	-0.152552952	1.216975642	-0.059528467
Everolimus_SKLU1	KRAS_mutant	Everolimus	SKLU1	Sensitive	0.49	0.096078431	-0.047073056	0.404110168	-0.644842492	-0.165876767	-0.034168519	-0.196068358	0.064348226	-0.812078406	-0.061606047	-0.975682002	-0.111472758	0.07440323	-0.087534512	0.168240074	-0.287731188	-0.101064962	-0.291035251	-0.101780762	0.272614752	0.105645274	-0.012775756	-0.519677916	0.360925988	0.821504272	0.036744006	-0.30745252	-0.143036791	-0.343669359	-0.031391434	-0.079251073	-0.232965384	0.038269444	0.003655513	0.168907216	-0.369807652	0.171175119	0.094139448	0.056071407	-0.548575821	-1.761190771	0.602959093	-0.237886229	0.225534162	0.207012409	-0.027290369	-0.040161644	-2.156087182	-0.418414557	-0.386595684	0.650247086	-0.268786019	0.181602289	-0.21196368
GDC0941_A549	KRAS_mutant	GDC0941	A549	NotSensitive	892.83	0.525503237	0.786629181	0.257438681	0.161268333	0.454732584	0.369561682	0.646704046	0.402293705	0.214887045	0.263894054	0.52584174	0.523653328	0.10502208	-0.007231372	0.466841879	0.424526935	0.588466976	0.547187051	0.242684878	0.212364234	0.092435077	0.207238837	0.158777348	0.095348522	-0.086401915	0.109499326	0.302041375	-0.042913232	0.076532476	-0.174688447	0.004322652	0.139691308	0.046521779	0.350071345	0.158540633	-0.056416483	0.29635388	0.152573391	0.057625463	0.25592287	0.198561466	-0.096463494	0.267304606	0.279295716	0.552071508	0.524516746	0.619434321	-0.764894369	-0.253674632	0.007850887	0.150372084	0.093788556	0.246044519	0.045075315
GDC0941_CORL105	Wild_type	GDC0941	CORL105	NotSensitive	703.43	0.414025898	-0.332587813	-1.031768746	0.049470783	0.294156089	0.150160535	0.132442645	-0.114925544	0.006180141	-0.142683245	-0.53178488	0.053528699	-0.192969932	0.524130411	-0.006575088	0.064568166	0.107284938	0.097789943	0.055256133	0.276959094	0.25092026	-0.071158483	0.063340863	0.463878793	0.546093556	-0.089018535	-0.364099718	-0.439736671	-0.201794393	0.418858367	0.674705878	-0.134129802	0.08482059	-0.099072014	0.973699826	1.181140955	-0.143422351	-0.024699172	0.729753849	-0.039054465	-0.705634515	0.021255462	-0.457591366	-0.324160635	0.041556016	-0.24342985	0.036305264	-0.8899865	-0.481771891	-0.162202696	0.09769746	0.159109784	-0.240736098	0.339049099
GDC0941_H1373	KRAS_mutant	GDC0941	H1373	NotSensitive	1111.25	0.654061212	-0.072604406	-0.118937503	-0.051698871	-0.010942767	0.074883206	0.017593402	-0.136486303	-0.031389198	0.296755518	0.318953482	-0.196677285	-0.27708663	-1.026877638	-0.076807235	-0.018748711	0.011835403	0.024663583	0.000410391	-0.612762873	-0.664877552	-0.383167183	0.055508066	-0.080079527	-0.031918336	-0.016834475	-0.343812744	-0.141891178	-0.201737525	0.123792806	-0.844426485	0.089209525	0.018439806	-0.035832442	-1.070329476	-0.97926689	-0.040619407	-0.398049608	-0.798751054	-0.385220841	-0.870034244	-0.142993735	-0.007451727	-1.901851588	-0.096443312	0.002777405	0.100563297	-1.243044342	-0.252583073	0.040024448	-0.09588523	0.327775428	-0.874144727	-0.203278592
GDC0941_H1437	Wild_type	GDC0941	H1437	Sensitive	275.87	0.162371984	-0.757981614	-0.51185292	-0.303149438	0.404258881	0.095038737	-0.03219529	0.279597508	-0.171332208	-0.106218343	-0.567462014	0.012402881	-0.258644453	-0.31594399	0.522300987	0.256213335	0.399422938	0.299174244	-0.729789032	-0.770407535	-1.292924133	-0.396782267	-0.238846654	-0.205754017	0.177527568	-0.854325224	-0.230024545	-0.304537356	-0.246968686	-0.041634637	-1.506567079	-0.098636917	0.19403296	0.048002576	-0.570318522	-0.740986464	-1.261220803	-0.667960747	-0.319779198	-0.315252381	-0.859017811	-1.338295028	-0.136368768	-0.809262424	-1.09632659	-0.441683458	0.269018511	-0.42919328	-0.578286787	-0.139724674	-0.308117881	0.068842919	-0.816342325	-0.353095733
GDC0941_H1563	Wild_type	GDC0941	H1563	Sensitive	154.73	0.091071218	0.347306375	0.334171906	-0.42245025	0.144438278	0.125408081	0.211005753	0.193925715	0.184082786	-0.034193527	-0.227686999	0.098361805	-2.680511108	-3.193686328	0.168056724	0.123443556	0.213869831	0.17158014	-0.441299507	-3.168249507	-1.829904131	-1.089942403	-0.303654202	-0.063694953	-1.31972257	0.126793907	0.148506364	0.172745242	-0.205880613	-0.463400799	-0.748803018	0.534750777	-0.2138812	0.110032216	-2.051032487	-2.029031821	-0.588766773	-0.543774216	-0.713736819	0.208098452	-1.08757718	-0.043345225	-0.481253131	-0.72312737	-0.768297724	0.18226579	0.159629743	-2.122646991	-0.43571724	-0.262038504	-0.039119455	0.028049816	-1.334372472	-0.159532676
GDC0941_H1568	Wild_type	GDC0941	H1568	NotSensitive	1026	0.603884638	0.192894722	-0.415174489	0.110004729	-0.01520185	-0.018529472	-0.135327928	-0.092967699	-0.357223639	-0.228795894	-0.45954713	-0.264022835	-0.375839318	-0.574177548	0.146227852	-0.319953417	-0.115351594	-0.095677992	-0.06259199	-0.84660848	-0.968181348	-0.361316394	-0.333178165	0.213464731	-0.03152437	-0.1455067	-0.19038257	-0.160826426	-0.271250416	-0.267856636	-0.173527305	-0.272277141	-0.280261657	-0.150223268	-1.018356121	-1.270898839	-0.376775963	-0.113729419	-0.01385015	-0.106751735	-1.04013119	-0.377454576	-0.211746258	-1.294303734	-0.397128232	-0.128811619	-0.242093808	-2.697727564	-0.359372105	0.082444725	-0.088734803	-0.036146943	-1.611259595	-0.32565356
GDC0941_H1650	EGFR_mutant	GDC0941	H1650	NotSensitive	1491.67	0.877969394	-0.475379213	-0.440409075	0.361697606	-0.205056489	-0.020627977	-0.028723755	-0.154680407	0.337246814	0.053294157	0.993604718	-0.114401941	0.50050025	0.048327904	-0.494046278	-0.129518135	-0.217915618	-0.050971668	0.116011888	0.704393302	0.395575314	0.288837946	0.482037161	0.200567099	-0.253445584	-0.043354885	-0.106646756	-0.181481988	0.195522379	0.123372593	1.075604188	-0.551695005	0.418277514	-0.143077993	0.803848068	0.479031545	0.284465305	0.227323557	0.074001219	-0.01458468	-0.25911818	0.173360729	0.004384557	-0.115408938	0.337747547	0.213258748	-0.015852658	-0.256866762	-0.124148813	-0.035602461	0.166441315	0.474326461	0.584020404	0.234852315
GDC0941_H1693	Wild_type	GDC0941	H1693	NotSensitive	1132.25	0.666421424	-0.060995602	-0.60571271	-0.11508587	-0.016075556	0.554367842	0.023725452	-0.03837461	-0.221287029	-0.091928819	0.116181189	-0.068351243	-0.608536856	0.10927398	0.058114989	-0.024640447	-0.028311763	-0.024451384	-0.049242421	0.40983564	-0.077256796	0.061788892	0.255552817	0.186385828	0.299582568	0.019164117	-0.371170515	0.026045707	-0.154324466	-0.643603619	-0.019998763	-0.311512687	0.427622393	-0.052853674	0.183704022	0.113608055	0.351359791	-0.120164206	1.00151088	0.04318502	-2.631158046	-0.26275669	-0.15105152	-1.025069498	0.323245499	0.157744675	0.012420599	-4.124184051	0.114733315	-0.116356617	-0.056947085	-0.032269342	-0.426504822	0.263915465
GDC0941_H1734	KRAS_mutant	GDC0941	H1734	NotSensitive	1260	0.741612713	-0.028883552	-0.224731024	0.23310341	-0.027130663	-0.111796722	-0.158489007	-0.033077766	-0.60668275	-0.22155607	-0.857581849	-0.056997872	-0.373790717	0.468209886	-0.098568651	0.111778944	0.076476065	0.120349728	-0.867968468	0.577243266	-0.006373958	-0.469774478	-0.499769219	-0.975797347	1.153599847	-0.076069904	0.023265533	-0.730464943	-0.302230534	-0.564864247	-0.079326559	-0.266257813	0.161934238	-0.063808885	0.817784699	0.531162641	0.079418113	-0.422360286	0.306655871	-0.097350532	-1.120054625	0.457162059	-0.473890587	-0.935770713	0.101968169	0.050600343	-0.033978419	-0.712280539	-0.392579972	0.375287405	-0.12467327	-0.107579417	-0.210856181	-0.251498166
GDC0941_H1755	BRAF_mutant	GDC0941	H1755	Sensitive	330.17	0.19433196	-0.801148692	-0.460541287	-0.488633703	0.403376002	0.267415594	0.229943057	0.378781535	-0.714398111	0.370775096	0.315279983	0.00843502	0.062258773	-0.24371187	0.615896208	-0.037799284	0.230716435	0.340237357	-0.882798981	-0.29712462	0.001074962	-0.106025571	-0.172932993	0.147036249	-0.088044096	-0.023478783	0.2764875	0.05625659	-0.123618653	0.229613562	-0.416121956	0.143306609	-0.168068605	-0.453264661	-0.033247542	0.176783592	-0.077766617	-0.730918155	0.102621524	-0.148512366	-0.679090937	-0.371837062	0.172280386	-0.16804454	-0.04698286	0.031283426	-0.183435208	-0.88262329	-0.069378831	-0.300996821	-0.115931491	-0.388325185	-1.013600872	-0.341463413
GDC0941_H1781	Wild_type	GDC0941	H1781	NotSensitive	1123.33	0.661171277	-1.675565963	-1.018322474	0.347282146	0.008552313	-0.2985019	0.122000209	-0.205988977	-0.232731512	0.416872419	0.045060065	0.1247538	-0.030076411	-0.385554542	0.13583135	-0.138353793	-0.190813883	0.093552741	0.058865865	0.047364569	0.089811177	0.762908759	0.349848861	-0.58054442	0.774984673	-0.33819411	-0.428917568	-0.39681362	-0.189061649	0.533460208	-0.451365761	-0.224588082	0.344085123	0.033953294	0.32128122	0.642610387	-0.003333894	-0.318520557	0.511362995	0.227156613	-1.22626118	-0.133779213	-0.369371133	0.083209683	-0.145824555	-0.162114227	0.162488495	-0.457805595	-0.351830088	-0.270839581	0.129607456	-0.098780807	0.105781825	0.045809712
GDC0941_H1792	KRAS_mutant	GDC0941	H1792	NotSensitive	958.53	0.564173043	-0.060420752	-1.156614962	-0.156451963	0.206391729	0.029013432	0.058289201	0.108469918	0.077284948	0.084782672	-0.380687712	-0.009173598	-0.556943303	-0.323939084	0.029869094	-0.166211107	0.10601721	-0.1126028	0.06160956	-1.723835409	-1.60352329	0.41146289	0.044174966	0.205500007	-0.711115798	-0.042669698	0.10922758	0.790462508	-0.158941515	0.577733184	-0.140591844	0.282084778	-0.037926114	-0.159333179	-1.09598903	-0.279586869	-0.287575579	0.171792477	-0.212673987	-0.259140344	-1.504518891	0.075187966	0.442131177	0.156316991	-0.769628234	0.051743406	-0.139513986	-2.61120681	-0.242857566	-0.141303854	0.327321018	-0.080191841	-0.859793289	0.136103286
GDC0941_H1793	Wild_type	GDC0941	H1793	NotSensitive	1103.05	0.649234844	-0.180800378	0.104556001	0.482880435	0.14275372	0.138697263	-0.157859514	0.013022891	0.140700188	-0.27291858	0.238824391	-0.039499385	0.423154838	0.009351706	-0.061979447	0.082449855	-0.003371845	0.056334063	0.547603203	2.051994488	1.509297396	0.373339199	0.286579994	-0.039708059	0.831873453	-0.020557308	-0.332803471	-0.197873891	-0.146775563	-0.045870798	0.253993721	-0.268394704	0.648580851	0.073816013	0.750805661	0.400994844	0.40244124	-0.207767426	0.830531394	0.13996125	-0.253440824	-0.543370457	1.184501126	0.26296884	0.626289562	-0.346873631	-0.038522641	0.276954031	2.660501876	0.152990968	0.252059708	0.225191981	0.235085516	-0.05671003
GDC0941_H1838	Wild_type	GDC0941	H1838	NotSensitive	542.93	0.319558564	0.734155113	-1.737951485	0.983525932	-0.101330226	-0.217886001	-0.455682954	-0.144294659	0.272206915	-0.58622253	0.205884618	-0.18961975	0.682608677	1.479027478	-0.085981039	0.011954289	-0.302262285	-0.119069751	-0.306114611	0.155155802	-0.426921712	0.311679282	-0.137051832	-0.749721262	1.81826816	-0.399130771	-0.44930044	-0.299918345	-0.209152881	-1.054371366	-0.075855468	0.285894428	1.520495619	-0.118267992	1.223512677	1.641995163	-0.414484474	-0.281734883	1.700960151	0.963323951	-1.779221759	1.631100522	-0.303545251	-0.517494481	-0.40849025	-0.045355841	-0.100841961	-0.939573462	-0.229714203	1.665316237	1.55532067	1.924806623	-0.863357133	-0.366392623
GDC0941_H1944	KRAS_mutant	GDC0941	H1944	Sensitive	412.37	0.242713361	-0.430979007	-0.794396982	-0.095119283	-0.214081342	-0.047539736	-0.120538591	-0.134782593	-0.452504305	0.138494987	-0.148844502	-0.057417377	0.249635733	-0.675451303	-0.026895089	0.004407138	-0.065133795	0.057657377	0.162972277	-0.622769936	-0.649639241	-0.30058237	0.093128288	0.341942418	-0.210614267	-0.054480225	-0.303489272	-0.158955818	-0.121554592	0.338705497	-0.329284925	-0.087849134	-0.15149408	0.011643498	-0.179913944	-0.009515238	-0.092491001	-0.343222547	-0.190149338	0.005326429	-0.714933841	-0.498093203	0.003158592	-0.28905362	-0.074378782	-0.1207158	-0.081129725	-1.321149895	-0.670510472	-0.458564839	-0.216659886	-0.476066896	-0.931462525	-0.028169211
GDC0941_H1975	EGFR_mutant	GDC0941	H1975	Sensitive	368.47	0.216874632	1.68115776	-0.390134373	-0.450067726	-0.051360135	-0.101232765	0.03686821	0.032596245	-0.570636516	0.02822905	0.009852242	0.024208254	-0.012598495	-0.070900574	-0.013638096	0.052284553	-0.102157107	0.097558496	-0.290818071	0.248411573	0.003827503	0.022282155	0.024135328	-0.011197745	-0.070664781	0.072519577	-0.182488012	0.02926696	-0.161520426	0.111515372	-0.465363981	-0.235684865	-0.174815654	-0.107229758	-0.65369518	-0.081129706	-0.034569567	0.006825587	-0.064555062	-0.344990634	-2.149438102	0.570873759	-0.120324412	-1.827553439	0.388976768	0.347482123	0.061319617	-1.642539843	-0.239140491	-0.408121441	0.136189833	-0.171983136	-0.833866339	-0.030409948
GDC0941_H1993	Wild_type	GDC0941	H1993	NotSensitive	841.27	0.495155974	1.901735066	1.008542554	-0.079538104	0.232798232	0.109478274	0.293205748	0.239821819	0.009834785	0.355458973	-0.221725532	0.316111814	-0.326571713	-0.084900876	-0.171231899	0.158226625	0.058814581	0.169727655	0.862272783	-0.067036603	0.095972943	-0.024512062	0.078904173	0.435760601	0.127788892	0.526675002	-0.109791188	0.158226625	-0.121601186	0.512090009	-0.08561561	0.206379869	-0.269410911	-0.357172282	-0.058156856	0.130481635	0.386214265	0.105982758	0.071686173	0.239109727	0.551381365	0.698795007	0.831409318	-0.029733461	0.383598079	0.15461311	0.336334831	-0.096716741	0.210422837	0.197357871	0.246044504	0.343126471	0.353645697	0.391203797
GDC0941_H2030	KRAS_mutant	GDC0941	H2030	NotSensitive	1133.67	0.66725721	-0.339208972	-1.202122755	-0.30207654	-0.060240906	-0.102977937	-0.00517182	0.003500629	-0.197817948	-0.061479523	0.218034817	-0.109476728	-0.26285523	-0.116956023	0.214996459	-0.05489805	0.021050803	-0.006409307	0.149912096	-1.010326348	-0.955872057	-0.175037351	-0.080747523	-0.163359137	-0.09540054	-0.237027379	-0.080283369	0.140866956	-0.381043374	-0.229591033	-0.470111135	-0.457846515	-0.135316733	-0.065191832	-0.655705358	-0.548432204	-0.279167885	-0.193033781	-0.162541051	0.138137163	-0.556636993	-0.111520205	-0.351343641	-0.640184785	-0.584536352	0.015045237	0.042495216	-0.575217457	0.069589543	-0.307460853	-0.117344578	-0.656316161	-1.328367838	-0.107060557
GDC0941_H2087	BRAF_mutant	GDC0941	H2087	NotSensitive	1492.67	0.878557975	0.537480836	0.162930118	0.072940867	-0.327431165	-0.137602703	-0.09471838	0.129572801	0.372769145	0.040227497	-0.066227591	0.077622701	-0.017519386	-0.052848561	0.048516036	-0.04137868	-0.256625892	0.044723748	0.065795936	-0.279479358	0.026063308	0.080115973	0.073555673	-0.147001401	0.202458483	0.08532082	-0.317532704	0.170811606	-0.482530058	-0.22511707	0.143576685	0.068353934	0.299382943	0.129503711	-0.092065852	0.024402529	-0.095676501	-0.318677246	-0.126380964	-0.114858517	-0.34588817	-0.066869121	0.273893621	-0.186004946	0.063632619	-0.074245059	-0.174142367	-0.216675011	0.469204187	-0.062718805	0.353811549	-0.080450208	-0.24907283	-0.275712528
GDC0941_H2122	KRAS_mutant	GDC0941	H2122	NotSensitive	1637	0.963507946	0.764621903	0.501829019	-0.043786505	0.11564535	0.220222269	-0.040308333	0.082905534	0.066349895	-0.030952413	0.401442449	0.102888863	-0.305660999	0.33984624	0.216709815	0.136949744	-0.002102229	0.021083491	-0.215530447	0.183227391	0.153341587	-0.285058078	0.009125027	0.252396178	0.025335254	-0.077377756	-0.040118493	0.443844891	0.061592446	-0.309697158	-0.267442535	-0.419231118	0.246816584	-0.099004874	-0.133265623	0.216889834	-0.006424758	-0.637238019	0.213968444	0.310027618	-0.218581195	0.092893384	-0.285509838	-1.059465576	0.000831573	0.080021785	0.008308791	-1.571652281	0.073515613	0.361796645	0.046336105	0.328626384	-0.231582293	-0.199909012
GDC0941_H2228	ALK_mutant	GDC0941	H2228	Sensitive	354.3	0.208534432	0.224448959	0.078507	0.551120699	0.272547175	0.15243937	0.89860723	0.160583445	-0.211228916	-1.046748553	-0.363575777	0.222646857	-0.306606965	0.27444391	-0.12938555	0.231771673	0.146879845	0.116650514	-0.253293722	2.567845487	1.680532915	-0.17127978	-0.120493497	-0.612489075	1.002498743	-0.032514326	-0.061685435	-0.297862936	0.289728223	-0.344716749	1.847952416	-0.228255399	0.233359366	0.490715459	1.340411487	0.928205144	0.428695134	0.201743851	0.397271339	0.374639446	-0.537896501	-0.011672622	-1.290202591	0.344737039	0.361611673	-0.809869881	0.546168815	-0.483024517	0.263424238	0.121268261	8.21E-05	0.166990556	1.172040192	-0.145698837
GDC0941_H2291	KRAS_mutant	GDC0941	H2291	Sensitive	456.67	0.268787522	0.432208499	-0.376383122	-0.225531715	0.309601011	0.102774144	0.382257027	0.419672221	-0.370132493	0.206752604	-0.321844352	0.523483368	-0.057600833	-0.188273208	0.395634249	0.252447201	0.406476444	0.375207944	-0.010078643	-0.697334665	-0.786855416	0.210372458	0.606003502	-0.433205461	-0.301187476	0.163213607	0.114920271	0.275190981	0.057599545	0.880331363	-0.332055934	-0.034744606	-0.250786955	0.324446096	-0.862495041	-0.119013015	-0.233168569	0.046952301	-0.115957769	-0.026189737	-0.785471801	-0.012695541	0.374493	-0.690076641	-0.285108034	0.18400451	0.348502627	-1.442915586	0.003278423	0.211135587	0.173113113	-0.072732323	-1.114721924	0.416123779
GDC0941_H23	KRAS_mutant	GDC0941	H23	NotSensitive	1699	1	0.400755129	-0.328130016	-0.086446256	-0.224682925	-0.177015323	-0.346870306	-0.227863082	-0.359221909	-0.574121523	0.339001026	-0.111031894	-0.408824709	0.359529539	0.109550098	-0.136114294	-0.13868157	-0.076223824	0.655828249	0.090970276	-0.078641876	-0.091728756	0.346781446	-0.374760071	0.325679647	-0.024243609	-0.303043239	0.518324725	-0.380746366	-0.239104971	-0.245355895	0.024700054	-0.069819022	-0.095340672	0.36182024	0.411409522	-0.03205807	-0.312798362	0.666837534	-0.086100135	-0.630441112	-0.294906763	-0.15085078	-0.78723369	-0.090758694	-0.287935449	-0.190497904	-0.18684655	-0.292913631	0.188953648	0.132154287	0.072260331	-0.900452459	0.321023285
GDC0941_H2347	KRAS_mutant	GDC0941	H2347	NotSensitive	1274	0.749852855	-0.798570268	-0.910494116	0.213663837	0.119434312	0.037818504	0.078090139	0.037626771	0.083162077	0.839614749	0.665803524	0.002537595	0.439124445	0.472717887	0.40148311	-0.261887233	0.073938346	-0.044396259	0.355961117	0.117988853	0.169830224	0.815426082	0.692037474	1.254652248	0.505358143	0.065087425	0.458838298	0.679342992	0.090320644	-1.810003618	-0.293931136	-0.872352727	-0.369907662	0.036132128	-1.023893947	-0.003141816	0.184392788	-0.063057783	-0.111070792	-0.238027121	-0.729399776	0.139302449	1.042234072	-0.930840782	-0.225943995	0.012259748	-0.016499712	-0.421834196	0.171665407	-0.075622817	0.251126599	-0.252474299	-0.832309744	0.635932373
GDC0941_H3122	Wild_type	GDC0941	H3122	NotSensitive	484.53	0.285185403	0.126710434	-0.203084958	0.189267169	-0.392476635	-0.335316533	-0.432347351	-0.426475967	0.015866211	-0.435422566	-0.434935252	-0.321964517	-0.163198989	0.636915033	0.007443798	-0.465569428	-0.330589134	-0.377207953	-0.489021956	-0.127994041	-0.413942839	-0.712956542	-0.380630094	-0.365033239	0.678035483	-0.006635579	0.373339176	-0.039937865	-0.094944075	-0.520311464	-0.082741217	-0.297959573	0.111869516	-0.331367017	0.815139923	0.317226463	0.3951306	0.124170279	0.328283324	-0.075826777	-0.314169156	-0.314847482	-0.686961334	-0.882525863	0.173133521	-0.289039255	-0.291476632	-0.586878293	0.05000426	0.1468658	-0.298537827	-0.006470142	0.023697032	-0.444886546
GDC0941_H358	KRAS_mutant	GDC0941	H358	NotSensitive	1209.5	0.711889347	-0.405625678	-2.286674535	-0.569855073	-0.636526114	-0.634395326	-0.747251325	-0.785294734	-1.39347505	-0.147040224	-0.550746251	-0.873142171	-1.098931554	-0.638896718	1.213840823	-0.860795476	-0.842030133	-1.133623352	0.08437009	-2.213711263	-1.974187873	-0.575568725	0.048950882	-0.417851981	-0.534848624	-0.160432311	-1.360401708	-0.487392913	-0.394487987	-0.372622726	-1.645991014	-1.146930897	-0.66867281	-0.984892573	-1.640668412	-0.847389049	-1.245859645	-0.428679011	-0.304096031	-0.280825459	-2.291903349	-0.431148803	-1.30362128	-1.972191252	-2.098004002	-0.935412719	-1.083881668	-2.520460259	0.063028058	-0.726359559	0.115634303	-0.001865652	-2.188353178	-0.367362209
GDC0941_H441	KRAS_mutant	GDC0941	H441	NotSensitive	468.23	0.275591524	-0.348045229	-0.706247141	0.310846356	-0.254273479	-0.144450651	-0.441526568	-0.25868533	0.024550943	0.11383052	0.047482457	-0.43962418	0.17446292	0.302373811	-0.300824454	-0.343254508	-0.252701778	-0.390389525	0.333879001	-0.047991634	-0.418584027	-0.18262162	0.29784627	-0.015883302	0.811191393	-0.19275436	-0.330810692	-0.16802776	-0.443728577	0.020171413	-0.275078981	0.348013389	-0.055632627	-0.470256399	0.975593999	0.417671938	-0.013674902	0.061506731	0.524963565	-0.270517474	-1.393907166	0.003603564	-0.307691812	0.098599678	-0.1803587	-0.190186016	-0.334026753	-1.781020408	-0.041687057	-0.310247584	0.093556105	0.002776343	-0.823800715	-0.283504977
GDC0941_H522	Wild_type	GDC0941	H522	NotSensitive	938.93	0.552636845	-0.135797655	-0.907674576	-0.483143738	0.030580313	-0.112701794	0.101817381	-0.034559021	-0.306401231	-0.844792617	0.111986854	0.068532569	0.511082809	0.173160501	0.074786063	0.205443833	0.13337635	0.156974309	0.175479778	-0.208973006	-0.420880722	0.295742591	0.187193198	0.54764726	-0.181028549	-0.015934383	-0.038864693	-0.497754553	-0.372724173	-0.034517259	0.170326453	-0.013552793	0.085109069	0.025893443	-0.115119109	-0.466117321	0.109061192	-0.864327615	0.261545701	0.155207383	-0.504868711	-0.493295631	-0.022106041	-0.611455081	0.057932464	0.29024084	-0.023186164	-1.517994677	-0.116499325	-0.339980752	-0.091968319	-0.111711765	-0.590995059	-0.003490363
GDC0941_H820	EGFR_mutant	GDC0941	H820	Sensitive	436.28	0.256786345	0.298007888	-0.60749954	-0.137141231	0.070765095	-0.289679657	-0.14913585	-0.030940518	-0.699364464	0.327302194	0.407863474	-0.177598343	0.254352626	-0.049767455	0.007734093	-0.262942064	-0.102695336	-0.242159213	0.156833907	-0.037948819	0.144641205	0.392153339	0.28666021	-0.268307551	0.436728618	-0.117639431	-0.164001199	0.002867244	-0.563314346	1.032971658	0.250254564	-0.444506626	-0.368257138	-0.226867153	-0.002598926	0.112202266	0.077400344	-0.193748542	1.053620544	-0.379566975	-1.008601738	-0.120843617	0.139035557	-0.379470726	0.330977132	-0.190129688	-0.070457314	-0.873252882	-0.013734724	-0.574081925	-0.053673469	-0.113730514	-0.06858937	-0.052082995
GDC0941_HCC2935	EGFR_mutant	GDC0941	HCC2935	NotSensitive	774.53	0.455874044	-2.512612636	-2.210636215	0.537239309	-0.165516335	-0.265469388	-0.326991084	-0.309867515	-0.117475544	-0.10066902	-0.457786543	-0.352297437	-0.939531137	-2.490459357	-0.184741498	-0.243742773	-0.403162341	-0.296054235	-0.334736651	-0.409794178	-0.981999331	-0.643197895	-0.327439881	-0.345639737	0.822453815	-0.122834765	-0.083943542	-0.314768235	-0.284682508	-0.021012881	-0.36502216	-0.983872235	0.56832081	-0.383330524	-0.409000338	-0.48787395	0.101073425	-0.311881111	0.765976514	0.138319912	-1.201780032	0.215620367	-0.553110091	-0.571111494	0.018056685	-0.257399981	-0.318949884	-3.219644061	-0.096767582	-0.012124571	0.005407802	0.104537743	0.362037257	-0.387204071
GDC0941_HCC4006	EGFR_mutant	GDC0941	HCC4006	NotSensitive	910.25	0.535756327	-0.067713023	0.028046254	0.251390733	-1.207878896	-0.898768251	-1.097191543	-1.124680391	0.315787676	-0.155906617	0.265862451	-1.29363545	0.0340097	0.396942729	-1.424207112	-1.227849872	-1.214611583	-1.263796056	0.123258056	0.951440167	0.827417505	-0.028051268	0.085290205	-0.050771344	0.871295807	0.128253557	-0.008368902	0.031558221	-0.106167958	0.353687796	-0.190995224	-1.51044722	0.243355052	-1.299789412	0.811068654	1.251986638	0.178964376	-0.285918792	0.57623873	-0.038544064	-0.746945885	0.163752834	-0.619107526	-0.965233922	0.144781906	-0.654652065	-1.150228341	-1.76901952	-0.020098194	-0.18417047	0.016686391	-0.165112134	0.063068383	0.113964514
