CellLine,ContinousSensitivity,Mutation_Status,Drug,AKT308,AKT473,ATF2,AXL,bCATENIN,CHK1,CHK2,cJUN,cKIT,cMET,cRAF,EGFR,ERK_MAPK,FAK,FGFR1,FGFR2,FGFR3,FLT3,GSK3a,GSK3B,HER2,HER3,HER4,HSP27,HSP27_total,IGF1R,IGF1R_panTYR,IR,IR_panTYR,IRS1,JAK1,JNK,LCK,MEK1,MSK1,mTOR,NFkB,p38,p53,p70S6K,PDGFRa,PDGFRb,PRAS40,PTEN,Rb,RET,RPS6,SRC,STAT1,STAT3,STAT5A_B,TSC2,VEGFR2
PC9,0.003936015,EGFR_mutant,Gefitinib,0,-0.700349713,0,0.304736261,0.271720197,0.435515524,0.340748496,-0.691458597,0.34538895,0,0.340611255,-1.697617509,-0.601426646,0.26028468,0.334993845,0.396426825,0.421838752,0,0,-0.687004311,0,-1.119895324,0,0,0,0,0,0,0,0,0,0,-0.12490748,0,0,-0.37538819,0,0,0,-1.112172937,0,0.259263705,-1.049894913,0,0,0.429643796,-1.455921197,-0.086391118,0,0,0,-0.887989333,0.380492751
SKLU1,0.225850736,KRAS_mutant,Gefitinib,0,0,0,0,0,0,0.257070044,0,-0.177442008,-0.549422111,0,-0.531758358,0,0,-0.156927181,0.295588466,0,-0.122979849,0.736842493,0,0,0.366013593,0,0,0,0,-0.774289359,0.722594395,-0.818125268,0,0,0.220603751,0,1.1694032,0,0,-0.264094626,0.494303939,0,0.708596495,0,-0.301196152,0,0,0,0,0,0,0,0,0.318247174,0,0
A549,0.003923366,KRAS_mutant,Trametinib,0.3541889,0,0,0.346238951,0.220902513,0.519128787,0.332851357,0,0,0,0.41792774,0,0,0.391363105,0.392069151,0.455665062,0.40871148,0,0,0,0,0,0,0,0.138194802,0.45334646,0,0,0,0,0,0,0,0,0,0,0,0,0,0.402574548,0,0,0.288161677,0,0.442973402,0.378139036,0,0,0,0,0,0,0
CORL105,0.004274589,Wild_type,Trametinib,1.856722255,1.134383602,0.316612551,0.267232382,0,0,0.241454901,0,0.919315128,1.752187802,0,1.148796974,0,0,0.053107577,0,0.230282558,0.844236011,1.277652039,0.340277201,1.226736575,1.065927244,0.979954021,0.801302215,0.539219483,0.530936361,1.327371026,0.578846184,1.319769304,1.329196118,-0.666133449,0.380683683,0.751126606,0.942134495,1.599967582,0.563723389,0.609770757,0.782733469,0.273487369,0.656984191,1.422024478,0,0.762416047,0.816140784,-0.455655735,0,0.930635494,0.90546731,0.23780198,0.430800616,0.675541452,1.309965473,1.066628432
H1373,0.00286071,KRAS_mutant,Trametinib,1.621693648,0,0,0,0,0,0,0,0,0,0,-0.509305446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.082385261,0.989891685,0,0,0,0,-2.066480541,0,0,0,0,0,0,0.37990039,0.386159381,0,0,0.100768677,0.398190756,0.394295759,0,-0.375680882,0,0,0,-0.103689583
H1437,0.001251373,Wild_type,Trametinib,0,0,-0.232672305,0.544020916,0.232597689,0.382590002,0.311441982,0,-0.706792687,-0.91649759,0.181746725,-0.511295493,0,0,0.538837804,0.434508337,0.575067804,-0.521983448,0,0,-0.49485627,0,0,0.460543732,0,-0.863020366,-1.042615223,0,0,-0.487413504,0,0.706987562,0,1.024123117,0,0,0,0.372693433,0,-0.341613877,0.390438253,-0.472179892,0,0,0,0.650150382,0,0,0.265625817,0.542324572,1.00441516,0,-1.3459875
H1563,0.527633931,Wild_type,Trametinib,0,0,0,0,0,0,0,0.456938719,-0.434608512,-0.32804839,0,-1.505865451,0,0,0,0,0,0,0,0,-0.824699654,-0.33105232,-0.376495291,0,-0.221575658,0,0,0,0,0,0,0,0,0,0,0,-0.551436116,0,0,0,0,0,0,0,0.107743759,0,-0.634400984,0,0,0.368485051,0,0,-0.335661574
H1568,0.145506776,Wild_type,Trametinib,-0.337824582,-0.95352756,0.409227876,-0.650751814,-0.326215381,-0.583893302,-0.534751272,0,-0.134112635,-1.155272831,-0.943062339,0,-1.191809174,0,-1.154288848,-0.693564898,-0.890062995,0,-1.320453262,-0.963978834,0,0,0,0,-0.254596548,0,0,-0.447503571,0,-0.340177869,-0.903245088,0,-0.809250312,-1.93948145,-1.536157,-0.578816131,0,0.513060207,0,-1.298963082,-0.40440076,0,-1.168365011,-0.689006657,-0.269830054,-0.94939257,-1.310967895,-0.527461608,0.199519898,0.19653604,0,-1.445828523,0
H1650,0.657214343,EGFR_mutant,Trametinib,0,0,0,0,0,0.276976697,0.108713225,0,0,0,0,0.564915173,-0.24380032,0,0,0.091710632,0.229076742,0.47183296,0,0.539753206,0.636500495,0.286369484,0,0,0.399788298,0,0,0.302315903,0,0,3.065364129,0.419916292,0.301579465,0.286319099,0,0,0,0,-0.293053821,0,0.319389416,0,0.174873795,0,0.185861863,0,0,0.427047129,0,0,0,0,0.386314889
H1693,0.092663777,Wild_type,Trametinib,0,0,0,0.05015112,0,0,-0.136659393,0,0.304799815,0,-0.083530795,0.335052392,0,0,0,-0.067895542,0,0.902436146,0,0,0,0.209567524,0,0,0,0,0,0.248573935,0.284991334,0,0,0,-0.03504737,0,0,0,0,0,0,0,-0.505229241,0.256737378,0,0,0,-0.126145007,0,0.223515846,0.381006469,0,0,0,-0.12488446
H1734,0.001729157,KRAS_mutant,Trametinib,0,0,0,0,0,0.127216194,0,0.949177454,0,0,0.0913903,0,0,0,0,0,0,0,0,0,0,0,0,0.461414151,0,0,0,0,-0.885081165,0,0.410946725,0,0,0.479817458,0,0,0,0.293759528,0,0,0,0,0,0,0.424774098,0,-0.554528612,0,0,0,0,0,0
H1755,0.077618841,BRAF_mutant,Trametinib,0,0.515236509,0,0,0,0,0,-0.13436228,0.387772264,0.587534207,0,0,0,0,0,0,0.501028006,0.630663286,0,0.555016299,0,0.703454741,0,0,0.178344363,0.754325858,0,0.417945302,0,0.389758798,0,0,0,-0.686548292,0,0,0,0,0,0,0,0.968142385,0,0.487819621,0,0,0,0.297679096,0,0.379663338,0.077022229,0.454403125,0
H1781,0.002256366,Wild_type,Trametinib,0,0,-0.708150307,0,0,0,-0.121458637,-0.629353962,0,0,0,0,-1.24809566,0.199272897,0,0,0,0,-0.554568739,-0.688629236,0,0,0,0,-0.107015623,-0.320651109,0,-0.353023342,0.536410997,-0.518864615,0,-0.120633282,0,-1.055487718,-0.812364301,-0.308426937,0,-1.376599508,0,0,-0.084775845,0,-0.464154212,0,0,0.177328091,-0.20817355,-0.263025711,0,0,0.322393411,0,0
H1792,0.002468298,KRAS_mutant,Trametinib,0,-0.557708712,0,0,0,0,0,0,-0.079363599,0.684678476,0,0,0,0,-0.213568024,0,0,0.579981098,0,0,0,0,0,0,0,0,0,0.20742693,0,0,-0.418869802,0,0,0,0,-0.387725499,0.155095812,0,0,0,0,0,-0.657801858,-0.802151943,-0.801483293,-0.164179998,-0.489157654,-0.200452525,0.320012995,0,0.339489261,0,-0.635031794
H1793,0.18422371,Wild_type,Trametinib,0,0,0,0,0,0,0,0,-0.637285543,-0.612101369,0,0,0,0,0,0,0,0,0,0,0,-0.165249811,0,-0.07479486,0.008102227,0,0,-0.610040262,0.290201957,0,0,0.245114068,0,0,0,0,0,0,0.136553574,0,0,0,0.530954916,0,0,0,0,0,0.410760881,0.373557703,0.382506061,0,-0.338614833
H1838,0.003272592,Wild_type,Trametinib,1.542947384,0.147438001,1.18453705,0,0,0,0,1.101366017,0,0,0,-0.762464463,1.395565848,0.098146492,0.220868142,0,0,0,0,0,0,-0.505095108,0,1.97684391,-0.282353924,0.188657652,-0.394272822,-0.298471768,0,0,0,1.499005624,0,0.765593109,1.28233564,-0.335120377,0,1.386181543,1.19228096,-0.21903684,1.743966154,-0.500598341,0,-0.099893473,0,0,0,-0.57431006,1.657118404,1.725605694,2.270272222,0,-0.70613364
H1944,0.000683725,KRAS_mutant,Trametinib,0.88554004,0.63843345,0,0,0,-0.105585022,-0.119795804,-0.703454273,0,-0.150642297,0,0,-1.279565166,0,0,0,0,0,-0.822953076,-0.616671618,-0.231990837,-0.288083096,0,0,0,0,-0.059337389,0,0,0,0,0,0.093655547,-0.926264646,0,0,-0.238105138,0,0,0,0,0,0,0,0,0,-0.442199815,-0.576155843,0.087073855,0,-0.285078732,-0.402433427,0
H1975,0.001031203,EGFR_mutant,Trametinib,1.576424421,0.50905206,0,-1.151877983,-0.926559081,-1.245139249,-1.218511329,0,-0.19034456,0,-1.131706406,0,0.535960198,-1.394766601,-1.284115096,-1.106309006,-1.307230053,-0.292399248,0,0,-0.284576351,0,0,0,-0.235600262,0,-0.399873635,-0.714430434,0,0,-0.935612881,0.302324198,0,0.46106959,0.60664745,0,0,0.354042027,0,0,1.278661601,0,-0.704681956,0,-0.644295879,-1.065881062,-0.378122662,0,0,0.404895243,0,0,0
H1993,0.005165753,Wild_type,Trametinib,0.946251299,0.671299636,0,0,0,0,0,0,0,0,0,0,0,-0.287195781,0,0,0,0,0,0,0,0,0.254373595,0,0,0,0,0,0,0,0,0,-0.592941908,0,0,0.345176368,0,0,0,0.758808358,0,0,0,0.612322395,0,0,0,0,0,0,0,0,0
H2030,0.005886921,KRAS_mutant,Trametinib,0,0,0,-0.183096267,0,-0.407354647,-0.06435748,0,0,0.218153501,-0.210207049,0,-0.536320743,0,-0.30053578,-0.119291984,-0.194704356,-0.385300953,0,-0.659717045,-0.496846762,-0.375589886,0,0,-0.181730866,0,0,0,-0.260169146,0,-0.962302168,0,-0.34070759,0,0,0,0,-0.14777559,-0.078319247,0,0,-0.445407396,-0.380114378,0,0,-0.381761464,0,0,0,0,0,0,0
H2087,0.000371443,BRAF_mutant,Trametinib,0.291571126,0.672526694,1.178137639,-1.267521889,0,-1.212107521,-0.833937179,0.294533612,0,0,-1.26816548,0,0.916729825,-1.263889086,-1.187982753,-1.312431602,-1.006460539,0,0,0,0,0,0,1.771698005,-0.380771437,0,0,0,-0.324528469,0,-1.350429194,0.886636847,1.447440993,0.724960202,1.786925895,0,-0.491531016,1.330385643,1.174149382,-1.228654243,-0.501115366,0,0,0,-0.948312594,-1.175345801,-0.740461774,0,1.195899382,0.662233006,1.055929044,0,0
H2122,0.001151773,KRAS_mutant,Trametinib,0,0,0,-0.882311661,0,-0.076456764,-0.205682898,-0.293197517,-0.650132062,-1.570731492,0,-1.568455178,-1.023876848,0,0.373093039,-0.421781723,0,-1.440685129,-1.375779863,-0.704599496,-1.002418121,-1.733770108,-1.207467644,0.631514356,0,0,0,0,-1.280813793,-0.470229405,-0.46706829,0,-0.073965437,-1.029130138,-0.96275019,-0.961896435,0,0,0,0,0,-1.338156359,-0.736685227,-0.358014213,-0.235273055,0,-1.483321483,0,0.207996626,0.188798405,0,-0.734952355,-0.701540364
H2228,0.000506241,ALK_mutant,Trametinib,1.364138749,0.41916058,0,0,0,0.5448654,0,0,0,0.16031879,0,0,-0.175708117,0,0,0,0,0,1.166640351,0.515023149,0,0.203900247,0,0,-0.065172338,0,0,0,0,0,0,0,0.251141412,0,0,0.205924103,0.43706892,-0.110777888,0.241966771,0,0.520634184,0,0.87053934,0.327567097,0,0.376576425,0.336332982,0,0,0,0,0.583087035,0
H2291,0.008836747,KRAS_mutant,Trametinib,0,0,0.196049573,-0.316842814,0,-0.248138976,-0.159008082,0,0,0,-0.208010982,0,-0.659989572,0,-0.248509756,-0.231906911,-0.211539878,0,-1.491292128,-0.995496151,0,0,0,0,0.149559749,0,0,0,0,-0.935421004,-0.092167728,-0.526074616,0,-1.467242571,0,0,0,0,0.25623829,-0.411449133,0,0,0,0,-0.178649264,-0.179224122,-1.323986291,0.21967658,0,0,0,0,-0.8054907
H23,0.003072642,KRAS_mutant,Trametinib,0.449863348,0.880137796,0.891166154,-0.105755853,-0.219701275,-0.358915416,0,0.59696941,0,0,-0.163429381,0.397810425,-0.494878719,-0.145091107,-0.197461174,0,-0.161231511,0,0.451773106,0.364185509,0.398898255,1.246525985,0,0,0.268380598,0.819953547,0.561999058,0,0,0.109877393,0,0.533760353,0,0,0.138191349,0.113485227,0,1.015796478,0.318538523,0.46790209,0,1.172026896,0,0.515115855,0,-0.313473442,0.215256943,0.24973406,0.31950543,0.345753621,0.136693223,0.594701368,0.314071544
H2347,0.000249376,KRAS_mutant,Trametinib,0,0,0.605007679,0,-0.269036914,0,-0.443258047,0.798001731,0,0,-0.433131289,-1.314309989,0.113773958,0,-0.556358926,-0.29762276,-0.521176678,0,0,0,0,0,0,0.247746244,-0.203297752,0,0,0,0,0,-1.090372063,0,-0.33699651,-0.806328406,0,0,0,0,-0.196959236,-1.283859559,-0.331939786,0,-1.250304708,0,-0.469901226,-0.330409887,-1.303292244,-0.505558461,0,0,0,-1.308042074,0
H3122,0.001467799,Wild_type,Trametinib,0.377839359,0.515644957,0,0.273174927,0.282143416,0.29430245,0.219540517,0,0,0.420367716,0.386005064,0.477305758,0.098439621,0.414453109,0.334447321,0.316488268,0.337667821,0,0.386881283,0,0,0.271234516,0,0.648162718,0.311627947,0.950340982,0.607453269,0,0.278145643,0,0,-0.214017343,0.403198274,-0.501286607,0,0.654259676,0.509335013,0.561378665,0,0.592370596,0.072676525,0.657342144,0,0.514198566,0.362956312,0.367319265,0.534658539,0.695963439,0.449169674,0,-0.70306147,0.6288528,0.401002391
H358,0.002286321,KRAS_mutant,Trametinib,0,0,-1.018818585,-0.518480583,0,0,0,-1.480464958,0,-1.028122992,0,-0.466459429,-0.74935791,0,0,0,0,0,1.034010985,0,0,0,-0.4472766,0,0.141930827,0,0,0,-1.093925051,0,0,0.44387351,0,-0.852957089,-0.592853425,0,0.616769989,0,0,0,0,-0.723509783,0,0.358971601,0,0,0,0.506597507,0,0,-0.321406779,0.859459208,0
H441,0.025067156,KRAS_mutant,Trametinib,-0.364711916,0,0.354976323,0,0,-0.537553511,-0.354516587,0.60893814,0,0,-0.411878644,0,0,0,0,-0.240541204,0,0,-1.072045,-1.422803067,0,0.135572869,0,0,-0.513577471,-0.442539576,0,0,-0.373700699,-1.29477336,0,0.409807481,0,0.562293772,0.318975618,-0.381108649,-0.247523593,0,0.375222269,-1.16363908,-0.129281972,0,0,-1.507183705,-0.378739221,-0.441464027,-0.696343929,-0.619983741,0.427150702,0.412945326,0.541548963,-1.131942953,-0.446764162
H522,1,Wild_type,Trametinib,-0.905170226,0.483495766,0,-0.863666465,-0.557902161,-1.006204527,-0.67958924,0,0,0.321284221,-0.651086966,0,-0.331755878,-0.841903113,-0.964837112,-0.935904676,-0.957121403,1.446815103,0,-0.215823427,0,0.567109337,0.412990226,-0.315685584,-0.317062611,0,0.521916558,0,0,-0.346578145,-1.206157177,0.269402429,-0.996870711,0.20993933,0.27049233,-0.207978083,0,0,0.419099724,-0.452611974,-0.375186595,0.463163097,-0.637907576,-0.140109642,-0.639484744,-0.72433304,-0.347679095,0,0.254465689,0,0.328101328,0,0.399509388
H820,0.006355718,EGFR_mutant,Trametinib,0.405983675,0.402258049,0.218899229,0.40838912,0.167952891,0.398752106,0.392245578,0,0,0,0.442431234,0,0,0.596854748,0.414789069,0.425477978,0.399741269,0,0,0,0,0,0,0.4700434,0.446029041,0,-0.548780475,0.296390388,1.384231688,0.389867522,-1.033346248,-0.085516395,0.354968134,-0.84349404,0.219046084,0.49091888,0.4562376,0,0,0.199818069,0,0,-1.034434659,-0.253715519,0,0.432295152,0,0.420011225,0,0,0,0,0
HCC2935,0.0010005,EGFR_mutant,Trametinib,-0.223318581,0.192033363,0.387273248,-0.246712625,0,0,0,0,0.258640906,0,-0.319435209,0,-1.496920371,-0.264832825,0,0,-0.2487454,0,0.958792344,0.437314843,0,0,-0.600315213,0,-0.141837944,0,0,0,0,0,-0.882677281,0.247834151,-0.35550479,0,-0.428986161,0.099442311,0.209252879,0,0.2366146,0,0,0,-3.684648451,0.540411874,0,0,-0.247007363,0.428565907,0,0,0,0.702367693,0
HCC4006,0.006315279,EGFR_mutant,Trametinib,0.152331084,0.468096289,0,-1.011185663,-0.179616016,-0.859702849,-0.857668679,-0.219166957,0,0,-0.968951928,0,0,-0.994553305,-0.673569411,-0.864639726,-0.984896064,0,0,0,0,0.28803611,0,0,0.179005824,0.618184711,0,0.170578528,-0.581069824,0.525869961,-2.414191556,0,-0.819509533,0,0,0.143965091,0,0,0,0.544486484,0.254530306,0.616059855,-1.029828979,0.038240541,-0.442979538,-0.933868228,0,0.345803664,0,0,0,0.944369184,0
HCC44,0.001180979,KRAS_mutant,Trametinib,1.662223546,2.284627906,0.881866155,1.80571365,1.549717698,1.792984329,1.706686948,0,2.060417535,1.868330884,1.884329884,1.872633981,0.966176077,1.684210662,1.910517087,1.755628952,1.817863168,1.837334995,1.660673688,1.775404761,1.640452924,1.802091313,1.806403135,1.584665146,1.75086111,1.872380151,1.796987708,1.826038013,1.85768364,1.85768364,1.538941476,1.481307761,1.940216759,0,0.793251768,1.528755555,1.825637913,0.976597496,1.572281421,1.872242017,1.451058381,1.63117511,0.523447886,1.642797372,1.778564923,1.82205973,1.562885505,1.822785432,1.412373129,1.540416922,1.450179813,1.987411636,1.687758638
HCC827,0.001303046,EGFR_mutant,Trametinib,1.177805354,1.460228282,0,0,0,0,0,0,0,0.494566722,0,0.772753353,0,0,0,0,0,0.345643022,0.841107372,0.882584008,0.234611709,0,0.490266585,0,0.810359007,0.860216195,0.452065081,0.816634345,0,1.060819927,0,0.297196247,0,0,0,0.810306672,0.571418693,0.358351343,0.12798852,1.466406243,0.512292891,0,0,1.197355059,0,0,0.973638952,0.91826348,0.295626538,0.333074348,0.356848887,1.294000235,0
PC9,0.009895659,EGFR_mutant,Trametinib,0,0,0,0.465315101,0.441245022,0.455636114,0.539445958,-0.584103763,0.458301356,0,0.483970275,0,-0.46418853,0.504222299,0.467960085,0.538986639,0.461978055,0,0,0,0,-0.179160588,0.420091997,0,0,0,0,-0.74975988,-0.636352751,-0.677513535,0,0,0,0,0,0,0,0,0,-0.204842448,0,0,0.437660544,0,0.379586763,0.47155531,-0.563742693,-0.033582187,0,0,0,0,0.510083898
SKLU1,0.001220669,KRAS_mutant,Trametinib,-0.177104631,0,0,0,0,0,0,0,-0.138644534,-0.634407857,0,0,-0.377976637,0,0,-0.107714121,0,0,0.529,0,0,0.21063852,0,0,0,0,0,0,0,0,0,0.284906714,0.316624288,0,0,0,-0.139920207,0,0,0.513223354,0,-0.222958309,0,0.605907597,0,0,0,0,0,0.670070138,0.411406937,0,0
A549,0.347111072,KRAS_mutant,Vemurafenib,0,-0.71951852,0.854496948,0.389204796,0.268641897,0.311094385,0.384209672,0,0,0.759328713,0.232185868,1.408804344,0,0.231996505,0.244485309,0.369874232,0.340920465,0,0,0,0,0.365706914,0.270524969,0,0.143088029,0.310679639,0,0,0.508918922,0,1.109724928,-0.336929123,0,0,0,0,0,0,0,-0.389532015,0,0,-0.286505113,0,0.431451068,0.122149766,-2.388686532,0,-0.248935659,-0.14628074,0,0,0
CORL105,0.46451346,Wild_type,Vemurafenib,-0.567026253,-0.436132186,0.583655497,0.392115649,0.365181474,0.373919178,0.108800764,0.448814857,0,0,0.390530579,0.836413102,0,0.477827983,0.367382944,0.602102693,0.403827402,0.424889017,2.477011748,1.185572073,0,0,0,1.172501855,0.29115821,0,0,0,0.906327742,0,0.371435043,0.736023832,1.321989109,0.99375361,0.563949228,0,0,1.445446491,0.695150852,-1.728916319,0,-0.703873911,-0.53578945,0.764785386,0,0.300968589,-2.19224512,0.534224039,0.251824308,0,0.542225898,0,0.564292074
H1373,0.339866702,KRAS_mutant,Vemurafenib,-0.149555221,-0.434048056,0,-0.261269676,0,-0.445853332,-0.107388081,-2.947431367,0,0,-0.352440432,0.153757195,0,0,-0.144179895,0,-0.547888286,0,0,-1.237227652,0,0,0,0,-0.216663391,0,-0.181367288,-0.475678888,0,0,0,0,-0.553277306,0,0,-0.647013841,-0.696612939,0,0,-1.890070472,0,0.185245605,0,-0.355178753,-0.058231866,-0.44550425,-4.755692128,-0.431783946,-0.632242687,0.108564243,0,-1.544652986,-0.127277484
H1437,0.445213772,Wild_type,Vemurafenib,-0.833815081,0,0,0.938789788,0.48107737,0.795151066,0.698415771,0,0.355244258,0.230236519,0.565956642,0.648038654,0,0.58783338,0.965399341,1.057269661,0.894323257,0,0,0,-0.267066822,0,0,0.356316267,0,0,0,0,0,0,0,-0.959803018,0,0,0,0,0,0,-0.289332349,-1.856734588,-0.944643211,0.207724608,0,0,0,0.927098418,-2.571324938,0,0,0,0.616574792,0,0
H1563,0.642124013,Wild_type,Vemurafenib,-2.772332923,-2.501809313,0,-0.484443779,-0.295783483,-0.571598558,-0.320157147,0,-0.357973541,-0.254880048,-0.609766505,-2.405813816,0,-0.238017413,-0.712170439,-0.610313583,-0.694866872,0,0,0,-1.2652164,-0.633759854,-0.391920873,0,-0.489599372,-0.557282349,0,0,0,0,0,-0.706737821,0,0,0,-1.641321046,-0.69239258,0,0,-2.309663747,-1.323208122,-0.739805522,-2.372467715,-3.35955805,-0.279945299,-0.629092677,-2.597290079,0,-0.762363796,-0.305506121,-0.184698886,-3.455759433,-0.274984176
H1568,0.360306813,Wild_type,Vemurafenib,0,0,0,-0.217337001,0,0,-0.188435255,0,-0.481290347,-1.114466335,-0.421456826,-0.742334494,-0.934105881,0,-0.462213645,0,-0.371065706,0,-0.880868682,-1.2228857,0,-1.381687323,0,-0.256774579,-0.176411729,0,0,0.716998976,0,0,0,0,-0.147137456,-1.512425972,-0.903724274,-0.284554578,0.723818515,0,0,-1.130802759,-0.26737895,0,-1.470115349,-0.346331901,-0.08162698,-0.398794217,-4.669047973,0,-0.274416,0,-0.238877019,-2.297491398,-0.307048522
H1650,0.927601504,EGFR_mutant,Vemurafenib,0,-0.541390547,0.946690884,1.167029295,0.517082538,0.860141909,0.613870529,0,0,0,0.146668446,1.00684226,0.876710672,0.793903543,0.278145875,0.926701579,0.345098064,0,0,0,0.921320986,0.473839746,0,0,0.538666869,0,0,0.336510292,0,0.466687718,0,0,0.652487198,0.787626147,0.750313287,0,0.507439956,0.328474673,0.522023279,-0.784508279,0.302411154,0,0,0.46996525,0.735504526,0,-1.808434615,0.589383614,-0.498994502,0,0,-0.867592424,0.283005754
H1693,0.611906682,Wild_type,Vemurafenib,0,-0.919307794,-0.79159338,0.243356532,0,0,0.216665334,-1.646081028,-0.451184721,0,0.10578145,0,0,0,0,0.140061662,0.254953353,0.279595676,0,0,-0.595317154,-0.882947508,0,0,0.10992677,0,0,0.142782272,0,0,0.98191408,0,0.199788667,0,0,-0.407029736,-0.520074542,0,0,-1.859674774,0,0,-1.309903647,0,0,0,-3.58252211,-0.368969958,-0.202797091,0,0,0,-0.117908194
H1734,0.821078578,KRAS_mutant,Vemurafenib,0,0,0.784731331,0.53268733,0.717916251,1.233435454,0.446960958,-2.376475103,0,0,0.425772126,0,1.203379704,0,0.416494312,0.422648925,0.263353464,0,1.246126533,0,0,0,0,0,0.207420034,0,0,0.453940585,0,0.798601368,0.767268365,-0.449478041,0.418881041,1.893077891,1.009652578,0.22105952,0,0.196908176,0,0,0,-1.485782359,0.300205695,0,0.207654867,0.715498047,-2.021278207,0,0,0.568488051,0.296050977,0,0
H1755,0.281865462,BRAF_mutant,Vemurafenib,0,-1.455481443,-0.95995861,0,0,0,0,-2.514031389,0,0,0,0,0,0,-0.505939965,0,0,-0.169919888,-1.961632523,-1.48571829,0,0,0,-0.436621206,0,0,-1.241246336,-0.475819977,0,-1.037069209,0.841004472,-0.89481265,0,-1.774744026,-0.276361922,-0.729899948,-0.442065345,0,-0.711736281,-2.041824848,0,0,0,-0.458131577,0,0,-2.4377063,0,-0.558971383,-0.440637452,-0.241246335,-2.322649619,0
H1781,0.90715116,Wild_type,Vemurafenib,-3.998998246,-2.367234233,0.631863236,-0.814749023,0,0.654024548,0.747197481,-0.535157011,0,0,0.485371726,-1.230970425,-0.951565264,1.265863445,0.525341268,1.153661851,0.70496173,0,-1.265155818,-2.014325953,-2.529257063,-1.139443623,0,0,-0.258600381,-0.750483444,0,-0.634505457,0,-0.577229229,1.308643437,0,0.938769189,0.364967182,0.385883363,-0.686752577,-1.006039153,-0.601155972,0.246388999,-1.724902842,-0.222660371,0,0.514118836,-0.640148369,0.434924579,0.554850677,-1.314610686,-0.971604076,-0.422977704,0,0.407873146,-1.243163892,0
H1792,0.331237542,KRAS_mutant,Vemurafenib,0.51754582,-1.998187282,1.128873741,2.691248896,1.664650551,1.430252312,1.545347056,0,0.820290521,0.966665931,1.011015303,0,0.690414307,2.097370114,1.396164851,2.047732052,0.967200956,0.961504226,0,0,0,0.637408295,0,0,0.266615905,0.871618722,1.066920526,1.226379979,0.399625338,0.804290276,1.479139634,0.547095215,1.646694564,0,1.36573497,0.359148005,0,0,1.019265946,-2.816927828,0.36627339,0.588665811,0,-2.870947446,1.189249882,0.873881874,-3.716492382,0.316000183,0.152869752,0.837648874,0.25410565,0,0.576566333
H1793,0.387640172,Wild_type,Vemurafenib,0,0,0,1.326864202,1.32874917,1.111766099,1.190013333,0,1.703098424,1.345425505,1.244983454,0,0.663762323,1.016623282,1.192508787,1.205784187,1.068936592,1.046521739,1.052718032,0,1.182958575,1.437880915,1.973783651,1.169254772,1.397050434,0.64200777,1.62297274,1.154841533,1.757697842,0,1.458716489,1.002342291,1.149673604,0.53965372,1.562043741,0.571640012,1.077803829,1.363465316,0.905420717,-0.766474789,0,1.727966102,0,0.656293485,0.973520336,1.236973345,-1.219297515,0,1.515718119,1.022540379,1.318118158,0.733155657,1.371819178
H1838,0.599026631,Wild_type,Vemurafenib,-0.528298113,-1.086566139,0,0,0,0,0,-2.231994441,0,0,0,0,0.353618078,-0.095549557,0.180438472,0,0,0,0,0,0,-0.367420081,0,0,0.055289476,0,0.322678578,0.273702046,0,0,0.62763902,0,0,0,0,-0.455435717,0,0,-0.230121554,-0.543548025,0,-0.205465791,0,-0.375877025,0,0,-1.228684935,0,-0.490653339,0,0,-0.787879359,0
H1944,0.298884609,KRAS_mutant,Vemurafenib,0,-0.663309524,0,0,0,0.140785772,0,-0.666736789,0,0,0,0.669197175,0.784969906,0,0.276300743,0.239233416,0,0,0,-1.126241198,-0.339419912,-1.011982474,0,0.744797269,-0.152211457,-0.586414307,-0.221281713,0,0,0,0,-0.211090183,0,1.045745762,0,0,-0.871932822,0.534121129,0,-1.383584625,-0.133718682,0,-0.631513603,-0.785060592,0,0,-5.184279209,-1.141193802,-0.371593014,0,0.21689945,-0.95572038,0
H1975,0.484179849,EGFR_mutant,Vemurafenib,-0.759477235,-1.028565074,0,0,-0.312024835,0,-0.199524334,-0.60343238,0,0,0,-0.389681184,0,-0.452572448,-0.269437519,-0.385214437,-0.414325775,0,1.077233374,0,-0.787863766,-0.418077909,-0.370449534,0,-0.139940577,0,0,0.57625224,0,0,-0.532955685,-0.219923098,0,0,0,-0.355547867,0.424622951,0,-0.311380877,-2.29117438,0,0,-1.176960856,0,0.430837302,-0.338443097,-1.684895111,0,-0.337089637,-0.294369529,0,0,0
H1993,0.684401855,Wild_type,Vemurafenib,0,0,0,0.363400189,0.387581279,0,0,0,0,0,0.468934139,0,0,0.297316981,0.505879342,0,0.440765989,0.550242035,0,0,0,-0.760412781,0,0,0.526261826,0,0,0,0,-1.535281339,0,0,0,0,0,0,0,0,0,0,0.891229947,0,0,0,0,0,0,0.164800116,0,0,0.307303916,0,0.270094735
